id,ts,state,requested_model,would_serve_model,would_provider,interactive,reason
191,1786995152.0182006,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
192,1786995166.4869606,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
193,1786995175.3420637,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
194,1786995195.2666347,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
195,1786995210.8943048,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
196,1786995216.2073643,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
197,1787002216.6550379,AMBER,glm-5.3,glm-5.3,friend,0,bg_last_resort
198,1787002226.9312234,AMBER,glm-5.3,glm-5.3,friend,0,bg_last_resort
199,1787002233.1058276,AMBER,glm-5.3,glm-5.3,friend,0,bg_last_resort
200,1787002276.7358646,AMBER,glm-5.3,glm-5.3,friend,0,bg_last_resort
201,1787002295.554227,AMBER,glm-5.3,glm-5.3,friend,0,bg_last_resort
202,1787002308.9504879,AMBER,glm-5.3,glm-5.3,friend,0,bg_last_resort
203,1787002319.7412007,AMBER,glm-5.3,glm-5.3,friend,0,bg_last_resort
204,1787002335.6268413,AMBER,glm-5.3,glm-5.3,friend,0,bg_last_resort
205,1787002341.7476916,AMBER,glm-5.3,glm-5.3,friend,0,bg_last_resort
206,1787002352.4520776,AMBER,glm-5.3,glm-5.3,friend,0,bg_last_resort
207,1787002366.0640423,AMBER,glm-5.3,glm-5.3,friend,0,bg_last_resort
208,1787002399.7097847,AMBER,glm-5.3,glm-5.3,friend,0,bg_last_resort
209,1787002427.6980858,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
210,1787002432.2655606,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
211,1787002438.995828,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
212,1787002448.7084663,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
213,1787002567.814046,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
214,1787002574.5284908,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
215,1787002580.806578,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
216,1787002597.409495,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
217,1787002606.3030584,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
218,1787002614.9377167,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
219,1787002623.5773609,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
220,1787002636.1516526,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
221,1787002648.8784075,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
222,1787002672.6901608,AMBER,glm-5.3,glm-5.2,ollama_cloud,0,bg_downgraded_ollama
223,1787005820.6094992,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
224,1787005826.532281,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
225,1787005831.2262254,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
226,1787005854.7922442,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
227,1787005875.0234654,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
228,1787005889.8123899,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
229,1787005905.850774,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
230,1787005911.2326882,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
231,1787005915.714131,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
232,1787005920.0734377,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
233,1787005924.1202693,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
234,1787005928.7876332,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
235,1787005941.0066686,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
236,1787005953.1370945,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
237,1787005967.738633,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
238,1787005973.226025,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
239,1787008461.1595478,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
240,1787008470.455978,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
241,1787008477.2260723,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
242,1787008485.2482023,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
243,1787008492.519841,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
244,1787008501.017425,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
245,1787008507.653707,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
246,1787008515.6650753,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
247,1787008521.1173787,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
248,1787008584.265902,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
249,1787008621.2660518,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
250,1787008627.9280076,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
251,1787009426.1206584,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
252,1787009433.014923,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
253,1787009437.2242208,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
254,1787009456.1372747,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
255,1787009488.893641,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
256,1787009495.4117332,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
257,1787009500.418018,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
258,1787009505.5933683,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
259,1787009509.1772563,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
260,1787009514.4140007,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
261,1787009519.0029685,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
262,1787009525.7339933,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
263,1787009531.55654,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
264,1787009539.0201464,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
265,1787009552.9585912,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
266,1787009560.9696314,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
267,1787009574.4940038,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
268,1787030272.5116131,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
269,1787030281.5431108,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
270,1787030289.1560922,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
271,1787030295.9682355,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
272,1787030356.0929298,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
273,1787030368.6496522,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
274,1787030463.3081684,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
275,1787030472.7283604,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
276,1787030479.8726208,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
277,1787030495.1513965,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
278,1787033535.8317845,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
279,1787033545.4972546,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
280,1787033548.2500691,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
281,1787033550.973832,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
282,1787033554.9889276,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
283,1787033558.4049335,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
284,1787033563.1875772,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
285,1787033566.0503237,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
286,1787033578.5470247,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
287,1787033617.1473773,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
288,1787033641.8716185,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
289,1787033647.3970184,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
290,1787033652.1129973,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
291,1787033875.1274347,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
292,1787033881.0353582,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
293,1787033946.0586834,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
294,1787033949.676674,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
295,1787034018.1666594,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
296,1787034048.9163318,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
297,1787034060.7413838,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
298,1787034081.9145231,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
299,1787034092.0113442,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
300,1787034109.8847191,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
301,1787034116.16721,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
302,1787034121.1690228,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
303,1787034127.876176,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
304,1787034131.462614,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
305,1787034135.476716,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
306,1787034140.6110466,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
307,1787034145.2777843,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
308,1787034150.3554158,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
309,1787034155.681481,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
310,1787034158.4755733,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
311,1787034162.0774915,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
312,1787034165.8351693,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
313,1787034169.732225,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
314,1787034173.3637764,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
315,1787034185.8616333,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
316,1787034189.8308718,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
317,1787034194.2516706,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
318,1787034205.4284544,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
319,1787034209.0513196,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
320,1787034212.6701918,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
321,1787034216.1376,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
322,1787034228.6971853,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
323,1787034232.6368027,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
324,1787034235.2658746,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
325,1787034240.7284617,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
326,1787034242.921324,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
327,1787034245.339795,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
328,1787034247.2277453,GREEN,glm-5.3,glm-5.3,friend,0,bg_kept
