id,ts,live_provider,live_model,shadow_provider,shadow_model,shadow_cost,live_cost,tokens,agree,reason,pace_mults
27,1786715966.9553406,ollama_cloud,glm-5.2,friend,glm-5.2,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
28,1786716003.9034948,ollama_cloud,glm-5.2,friend,glm-5.2,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
29,1786716072.2740102,ollama_cloud,glm-5.2,friend,glm-5.2,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
30,1786716082.5336316,ollama_cloud,glm-5.2,friend,glm-5.2,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
31,1786716084.950792,ollama_cloud,glm-5.2,friend,glm-5.2,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
32,1786716095.846587,ollama_cloud,glm-5.2,friend,glm-5.2,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
33,1786716114.0793943,ollama_cloud,glm-5.2,,,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
34,1786716129.698396,ollama_cloud,glm-5.2,,,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
35,1786716145.7232232,ollama_cloud,glm-5.2,,,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
36,1786716171.2159362,ollama_cloud,glm-5.2,friend,glm-5.2,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
37,1786716172.336438,ollama_cloud,glm-5.2,,,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
38,1786716172.3369482,ollama_cloud,glm-5.2,,,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
39,1786716181.0205486,ollama_cloud,glm-5.2,,,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
40,1786716182.9508042,ollama_cloud,glm-5.2,friend,glm-5.2,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
41,1786716208.7732549,ollama_cloud,glm-5.2,friend,glm-5.2,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
42,1786716209.4854875,ollama_cloud,glm-5.2,friend,glm-5.2,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
43,1786716227.5318131,ollama_cloud,glm-5.2,,,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
44,1786716262.301663,ollama_cloud,glm-5.2,friend,glm-5.2,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
45,1786717232.3698642,ollama_cloud,glm-5.2,friend,glm-5.2,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
46,1786717418.9910858,ollama_cloud,glm-5.2,friend,glm-5.2,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 3.0}"
47,1786717826.8125238,ollama_cloud,glm-5.2,friend,glm-5.2,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 0.5}"
48,1786717871.6920226,ollama_cloud,glm-5.2,,,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 0.5}"
49,1786717991.6482415,ollama_cloud,glm-5.2,friend,glm-5.2,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 0.5}"
50,1786718288.318405,ollama_cloud,glm-5.2,friend,glm-5.2,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 0.5}"
51,1786718330.377828,ollama_cloud,glm-5.2,friend,glm-5.2,,,0,1,live_kalman_failover_ollama_cloud,"{""friend"": 0.5}"
52,1786719137.0261517,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.9471025906728514}"
53,1786719556.2241693,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 1.0}"
54,1786719622.6774125,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 1.0}"
55,1786719770.8057458,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 1.0}"
56,1786719799.3807888,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 1.0}"
57,1786721268.497112,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 1.0}"
58,1786721317.0456576,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 1.0}"
59,1786721317.048447,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 1.0}"
60,1786721317.0498183,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 1.0}"
61,1786721317.0563054,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 1.0}"
62,1786721317.089291,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 1.0}"
63,1786721370.200914,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 1.0}"
64,1786721390.4458947,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 1.0}"
65,1786721435.8483417,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 1.0}"
66,1786721557.1593587,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
67,1786721571.0607386,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
68,1786721807.1205745,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
69,1786721807.89729,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
70,1786721808.64682,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
71,1786721838.157415,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
72,1786721982.402333,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 1.2677775754086966}"
73,1786722311.021867,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
74,1786722362.9490755,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
75,1786722512.5612466,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
76,1786722585.9972537,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
77,1786722592.207959,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
78,1786723351.9537752,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
79,1786723351.9621658,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
80,1786723366.7986076,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 2.6923315661436193}"
81,1786723385.0211878,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 2.6923315661436193}"
82,1786723429.224292,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 2.6923315661436193}"
83,1786724075.3213787,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5507262058801775}"
84,1786724500.546308,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 1.1164830262365137}"
85,1786725156.843745,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5862265053731905}"
86,1786725197.4173796,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5996791255004791}"
87,1786725267.1234884,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5996791255004791}"
88,1786725373.7448132,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5996791255004791}"
89,1786725910.1797247,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 2.4802443794427775}"
90,1786747290.583239,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
91,1786747293.0695841,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
92,1786747296.1248598,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
93,1786747299.8521519,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
94,1786747304.4014988,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
95,1786747309.9076781,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
96,1786747316.7122192,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
97,1786747316.714181,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
98,1786747335.1734412,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
99,1786747347.5487795,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
100,1786747347.557878,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
101,1786747362.6747804,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
102,1786747376.7223566,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
103,1786747381.1476364,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
104,1786747386.5658898,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
105,1786747396.6118753,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
106,1786747396.8072891,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
107,1786747396.8105059,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
108,1786747614.754334,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 3.0}"
109,1786748343.573235,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
110,1786748360.967264,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
111,1786748381.8688824,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
112,1786748381.8691075,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
113,1786748381.86917,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
114,1786748381.869696,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
115,1786775457.7272859,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
116,1786775457.7652218,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
117,1786775457.8010259,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
118,1786775457.8264494,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
119,1786775457.8600247,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
120,1786775457.9392126,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
121,1786775457.9929497,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
122,1786775458.0203648,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
123,1786775458.030183,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
124,1786775458.0429566,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
125,1786775458.0727506,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
126,1786775458.073487,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
127,1786775458.136883,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
128,1786775458.1413474,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
129,1786775458.1720133,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
130,1786775458.1851008,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
131,1786775458.2022114,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
132,1786775458.2707708,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
133,1786775458.291723,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
134,1786775458.3428895,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
135,1786775458.406708,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
136,1786775458.4210234,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
137,1786775458.4541812,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
138,1786775458.4557736,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
139,1786775458.4855049,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
140,1786775458.4916675,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
141,1786775458.5251474,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
142,1786775458.5385935,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
143,1786775458.5891755,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
144,1786775458.8328636,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
145,1786775458.914412,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
146,1786775458.9178557,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
147,1786775458.9495745,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
148,1786775458.9560268,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
149,1786775458.9881434,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
150,1786775459.021843,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
151,1786775459.0563676,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
152,1786775459.1375535,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
153,1786775459.204942,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
154,1786775459.2380857,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
155,1786775459.262681,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
156,1786775459.2945511,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
157,1786775459.3140352,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
158,1786775459.5206404,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
159,1786775465.8611336,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
160,1786775468.2971957,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
161,1786775468.3147435,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
162,1786775468.3253627,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
163,1786775468.3352902,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
164,1786775468.3449187,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
165,1786775468.4030168,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
166,1786775468.420552,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
167,1786775468.4401422,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
168,1786775468.4515893,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
169,1786775468.4612777,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
170,1786775468.4716284,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
171,1786775468.4816875,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
172,1786775468.5463707,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
173,1786775470.1341856,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
174,1786775473.3168828,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
175,1786775474.2895322,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
176,1786775478.7953928,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
177,1786775487.1709223,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
178,1786775494.3146462,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
179,1786775514.736294,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
180,1786775517.3600338,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
181,1786775531.8821263,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
182,1786775555.1060624,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
183,1786775561.7445612,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
184,1786775579.4238071,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
185,1786775587.0147812,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
186,1786779060.871607,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
187,1786779060.8986745,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
188,1786779060.925929,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
189,1786779060.9742687,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
190,1786779061.014621,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
191,1786779061.0802302,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
192,1786779061.131722,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
193,1786779061.1556802,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
194,1786779061.2227595,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
195,1786779061.2751074,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
196,1786779061.3035192,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
197,1786779061.3781414,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
198,1786779061.7328687,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
199,1786779061.7972047,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
200,1786779061.8526862,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
201,1786779061.863119,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
202,1786779061.9030733,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
203,1786779061.9264107,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
204,1786779061.9797962,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
205,1786779061.980713,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
206,1786779062.010705,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
207,1786779062.0430605,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
208,1786779062.0885448,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
209,1786779062.180113,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
210,1786779062.2919633,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
211,1786779062.3436534,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
212,1786779062.4058661,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
213,1786779062.4088345,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
214,1786779062.4419138,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
215,1786779062.4774108,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
216,1786779062.7306914,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
217,1786779062.7667534,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
218,1786779062.8118796,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
219,1786779062.8403895,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
220,1786779062.8660383,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
221,1786779062.898372,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
222,1786779062.936556,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
223,1786779062.9815454,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
224,1786779063.0393648,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
225,1786779063.0659645,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
226,1786779063.0975306,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
227,1786779063.1239154,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
228,1786779063.1469011,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
229,1786779063.373358,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
230,1786779066.3954256,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
231,1786779070.5934906,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
232,1786779071.0120595,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
233,1786779101.6896555,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
234,1786782061.026483,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
235,1786782061.1166377,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
236,1786782061.1428874,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
237,1786782061.157797,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
238,1786782061.171942,friend,glm-5.2,,,,,0,1,live_kalman_failover_friend,"{""friend"": 0.5}"
